,0,1,2
0,-0.5237248385413605,1.2176484714470837,b'Obesity'
1,-0.49023160030305707,1.2628947237888581,b'Diabetes'
2,-0.2783759842490741,1.0791514016659047,b'Obesity'
3,0.2454248070988333,3.237735888213734,b'ALL'
4,-0.6682631101025163,1.8994312285148294,b'COPD'
5,-1.0162277177272823,1.654086229302167,b'Diabetes'
6,-0.6026259816241651,1.801573156026615,b'Obesity'
7,-0.5300527433027066,1.6865166375112473,b'Diabetes'
8,-0.2560428180088925,1.1420722699322452,b'Diabetes'
9,-0.6703750043644359,1.1984288676121897,b'Diabetes'
10,0.20836498755160462,1.9901785006401231,b'AML'
11,-0.30353907635393074,1.3558129574250795,b'ALL'
12,-0.4795072050817153,1.2703161279906736,b'Obesity'
13,0.11069092876716953,2.3909343745982325,b'ALL'
14,-1.221821254759165,1.4881442043171036,b'Obesity'
15,-0.5467771821394122,1.5271179898879288,b'Obesity'
16,0.16583433618915133,2.788209701740214,b'ALL'
17,-0.6778882259276402,1.4973322960959488,b'Diabetes'
18,0.0045513211116406755,1.6636955561542972,b'COPD'
19,-0.5398468254131346,1.3920990031654956,b'Diabetes'
20,-0.1710239304850795,1.2807493546183135,b'Obesity'
21,-0.7713804405940629,1.398348556063246,b'Diabetes'
22,0.22021656347403526,1.863940660064463,b'AML'
23,-0.19430980239778337,2.85693317663104,b'Breast Cancer'
24,-0.795406733562483,1.6315297733319987,b'Diabetes'
25,-0.6653612739416659,1.536471104204338,b'Diabetes'
26,-0.7230201382118154,1.229272014394916,b'Diabetes'
27,-0.7013231852694576,1.7202609948766738,b'Diabetes'
28,0.102665878542505,3.061902889608291,b'Breast Cancer'
29,-0.06749321806151262,3.0808570842138954,b'Breast Cancer'
30,-0.35259377094417316,1.497140977131509,b'Obesity'
31,-0.7962299536524037,1.1885278945678894,b'Obesity'
32,-0.6124461198238005,1.3106212918867879,b'Diabetes'
33,0.7400732325283582,2.5351202668441526,b'Colen Cancer'
34,-0.64602352800263,1.3285827300440098,b'Obesity'
35,-0.7335831027228883,1.1471422281712411,b'Obesity'
36,-0.3861127825643832,1.5736490420013276,b'Diabetes'
37,0.6972144182722775,3.4604278878005634,b'ALL'
38,-0.6171808908461968,1.3459965017209163,b'Diabetes'
39,0.29390529190851916,1.7152962514662,b'AML'
40,-0.35712144550137453,1.279483585206239,b'ALL'
41,0.8238694903985673,3.2128953593243574,b'ALL'
42,-0.45469663416814354,1.2403542236098568,b'Obesity'
43,-0.34653100229776906,1.5850089601508464,b'AML'
44,-0.172524649305999,2.0801779418089836,b'AML'
45,-0.7844429980784826,1.3448963378849068,b'Obesity'
46,-0.051754170713444375,2.4824620643128408,b'AML'
47,-0.6445102788191943,1.4257545922701211,b'Diabetes'
48,-0.6758125494950193,1.3663479408442734,b'Obesity'
49,-0.3013193985407047,1.5573587520707233,b'Obesity'
50,-0.38302641966712697,2.9607938882734604,b'Breast Cancer'
51,-0.819052026926343,1.8844282668996621,b'Diabetes'
52,-0.4412635968731739,1.3120070968051123,b'COPD'
53,-0.5801365786181533,1.1765124663957265,b'ALL'
54,-0.33501653906403916,2.266243458770163,b'COPD'
55,-0.2593789491687611,1.7350755537554423,b'Colen Cancer'
56,-0.6182196838370945,1.1318915941815781,b'Obesity'
57,-0.6384699379055934,1.5858921151531638,b'COPD'
58,0.02163961167947225,2.6983663431286433,b'Colen Cancer'
59,-0.8035731046286428,1.6139267760613318,b'Obesity'
60,-0.514018697634629,1.565941753706039,b'COPD'
61,0.43988615812600196,3.5808491208792623,b'AML'
62,0.15745857185998055,2.3448027577463733,b'AML'
63,0.09349454706832284,2.6126234224507465,b'ALL'
64,-0.589459559238739,1.0210245220384964,b'Obesity'
65,0.5340367324858996,2.500288327296118,b'Colen Cancer'
66,-0.524774463415139,2.1307161733231035,b'COPD'
67,-0.4317979864834896,1.5352986287233619,b'Obesity'
68,0.04886020041544484,2.2979915957393735,b'AML'
69,-0.5860836824422756,1.6600060982949092,b'Diabetes'
70,-0.694226910933562,1.071851249397717,b'Obesity'
71,-0.5547738137773651,1.1316815501974038,b'ALL'
72,1.0650239331968683,3.555739592188054,b'AML'
73,-0.27314116924409765,1.3671252175558748,b'Obesity'
74,-0.6718437040346057,1.4568243217625985,b'Diabetes'
75,-0.37071107846817886,1.3351182756112456,b'Diabetes'
76,0.1173285542901426,2.5072201712245783,b'AML'
77,-0.5165363440213443,1.1934944611585494,b'Obesity'
78,0.02673857735620334,2.431228592358671,b'Colen Cancer'
79,-0.6387445823620614,1.2279659784836492,b'Obesity'
80,0.013015949965633784,1.8313695777873091,b'AML'
81,-0.5272613795102546,1.3450972654832327,b'Obesity'
